1	8	8000	356
1	9	8000	356
1	10	8000	356
1	11	8000	356
1	13	15000	631
1	15	15000	631
1	17	15000	631
1	19	15000	631
2	48	15000	723
2	68	7000	753
2	85	7000	753
3	70	7000	753
3	71	7000	753
4	73	7000	753
4	74	7000	753
5	58	15000	723
5	76	7000	753
5	77	7000	753
6	79	7000	753
6	80	7000	753
7	82	7000	753
7	83	7000	753
8	9	4000	513
8	11	4000	513
8	12	8000	356
9	10	4000	513
9	14	8000	356
10	11	4000	513
10	16	8000	356
11	18	8000	356
12	13	4000	513
12	19	4000	513
12	20	10000	447
13	14	4000	513
13	34	15000	907
14	15	4000	513
14	23	10000	447
15	16	4000	513
15	38	15000	907
16	17	4000	513
16	26	10000	447
17	18	4000	513
17	42	15000	907
18	19	4000	513
18	29	10000	447
19	46	15000	907
20	21	5000	561
20	31	5000	561
20	32	12000	539
21	22	5000	561
22	23	5000	561
23	24	5000	561
23	36	12000	539
24	25	5000	561
25	26	5000	561
26	27	5000	561
26	40	12000	539
27	28	5000	561
28	29	5000	561
29	30	5000	561
29	44	12000	539
30	31	5000	561
32	33	5000	621
32	47	5000	621
32	48	15000	631
33	34	5000	621
34	35	5000	621
34	70	25000	1274
35	36	5000	621
36	37	5000	621
36	53	15000	631
37	38	5000	621
38	39	5000	621
38	74	25000	1274
39	40	5000	621
40	41	5000	621
40	58	15000	631
41	42	5000	621
42	43	5000	621
42	79	25000	1274
43	44	5000	621
44	45	5000	621
44	63	15000	631
45	46	5000	621
46	47	5000	621
46	83	25000	1274
48	49	6000	686
48	67	6000	686
49	50	6000	686
50	51	6000	686
51	52	6000	686
52	53	6000	686
53	54	6000	686
53	72	15000	723
54	55	6000	686
55	56	6000	686
56	57	6000	686
57	58	6000	686
58	59	6000	686
59	60	6000	686
60	61	6000	686
61	62	6000	686
62	63	6000	686
63	64	6000	686
63	81	15000	723
64	65	6000	686
65	66	6000	686
66	67	6000	686
68	69	7000	753
69	70	7000	753
71	72	7000	753
72	73	7000	753
74	75	7000	753
75	76	7000	753
77	78	7000	753
78	79	7000	753
80	81	7000	753
81	82	7000	753
83	84	7000	753
84	85	7000	753
